nivel_territorial_codigo;nivel_territorial_nome;territorio_codigo;territorio_nome;ano_codigo;ano_nome;variavel_codigo;variavel_nome;unidade;produto_codigo;produto_nome;valor
N6;Município;2300309;Acopiara - CE;2003;2003;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);10145
N6;Município;2300309;Acopiara - CE;2004;2004;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);10740
N6;Município;2300309;Acopiara - CE;2005;2005;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);7531
N6;Município;2300309;Acopiara - CE;2006;2006;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);7290
N6;Município;2300309;Acopiara - CE;2007;2007;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);11400
N6;Município;2300309;Acopiara - CE;2008;2008;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);9600
N6;Município;2300309;Acopiara - CE;2009;2009;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);10860
N6;Município;2300309;Acopiara - CE;2010;2010;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);9090
N6;Município;2300309;Acopiara - CE;2011;2011;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);10980
N6;Município;2300309;Acopiara - CE;2012;2012;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);10800
N6;Município;2300309;Acopiara - CE;2013;2013;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);10810
N6;Município;2300309;Acopiara - CE;2014;2014;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);10820
N6;Município;2300309;Acopiara - CE;2015;2015;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);15000
N6;Município;2300309;Acopiara - CE;2016;2016;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);12000
N6;Município;2300309;Acopiara - CE;2017;2017;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);9693
N6;Município;2300309;Acopiara - CE;2018;2018;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);9000
N6;Município;2300309;Acopiara - CE;2019;2019;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);8500
N6;Município;2300309;Acopiara - CE;2020;2020;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);8400
N6;Município;2300309;Acopiara - CE;2021;2021;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);10700
